product_id,customer_id,rating
257845274,10387366,4
257845274,15351192,5
257845274,19344926,4
257845274,27474675,3
257845274,16951554,4
257845274,7154120,1
257845274,7479578,5
257845274,16070553,5
257845274,21885186,5
257845274,24593540,5
66907970,28462279,5
66907970,26590110,5
66907970,5125603,4
66907970,6345227,5
66907970,22249313,5
66907970,22490677,5
66907970,566529,5
66907970,13222300,5
66907970,7507681,5
66907970,10226339,5
7248403,10421889,5
7248403,12802450,5
7248403,13226911,5
7248403,1446197,5
7248403,12096213,5
7248403,1050272,5
7248403,5884596,5
7248403,1607362,5
7248403,14028254,5
7248403,203729,5
4693829,13615555,3
4693829,22555105,5
4693829,14918024,4
4693829,24489164,5
4693829,28679327,5
4693829,16852862,5
4693829,10414443,5
4693829,10485672,5
4693829,13886668,2
4693829,6583752,5
52328173,26807754,4
52328173,17309938,3
52328173,17076678,5
52328173,10657704,4
52328173,12384949,5
52328173,17298408,4
52328173,14549028,5
52328173,21168033,5
52328173,21101962,5
52328173,1158099,5
21947276,22266263,1
21947276,535232,5
21947276,18440545,5
21947276,11181305,5
21947276,6477020,1
21947276,22044057,5
21947276,17167513,5
21947276,14532282,5
21947276,15179377,5
21947276,13491818,5
58547423,16071149,4
58547423,984438,5
58547423,936110,5
58547423,11883828,5
58547423,13928859,5
58547423,5167575,4
58547423,13099072,5
58547423,86202,4
58547423,1380437,5
58547423,20292275,5
16974932,5141151,5
16974932,107823,5
16974932,7606846,5
16974932,167755,5
16974932,11303264,5
16974932,13033043,5
16974932,20238399,5
16974932,9904693,5
16974932,19652842,1
16974932,23962523,5
54734250,17742257,4
54734250,10884403,5
54734250,27,5
54734250,22265674,5
54734250,24039805,5
54734250,20435275,5
54734250,16749646,1
54734250,8409400,4
54734250,23949431,4
54734250,26697599,1
68399004,14602942,5
68399004,14775340,5
68399004,5767812,5
68399004,16400607,5
68399004,24252429,5
68399004,654237,5
68399004,13348455,5
68399004,20165402,3
68399004,20348555,5
68399004,29509875,5
4935927,833158,3
4935927,26543118,5
4935927,12075492,1
4935927,19658508,5
4935927,1238140,5
4935927,16738373,1
4935927,7334203,2
4935927,17314504,5
4935927,14621677,2
4935927,13610428,5
263066841,699867,5
263066841,11629809,5
263066841,27286610,5
263066841,27573304,4
263066841,17226989,5
54876123,10610928,5
54876123,6977564,5
54876123,143652,5
54876123,12329337,5
54876123,1458758,5
54876123,588497,5
54876123,21608316,5
54876123,15762357,5
54876123,21804949,5
54876123,13415065,5
68399004,14602942,5
68399004,14775340,5
68399004,5767812,5
68399004,16400607,5
68399004,24252429,5
68399004,654237,5
68399004,13348455,5
68399004,20165402,3
68399004,20348555,5
68399004,29509875,5
32440826,23921344,5
32440826,17146848,5
32440826,17375889,5
32440826,18748513,5
32440826,16954683,1
32440826,22449504,1
32440826,16913121,5
32440826,17110799,4
32440826,106502,5
32440826,21900745,5
66620428,18440545,5
66620428,18176776,4
66620428,16452162,5
66620428,8098115,5
66620428,13672250,4
66620428,11393507,4
66620428,839188,5
66620428,11671998,5
66620428,17257014,5
66620428,23422130,5
66907970,28462279,5
66907970,26590110,5
66907970,5125603,4
66907970,6345227,5
66907970,22249313,5
66907970,22490677,5
66907970,566529,5
66907970,13222300,5
66907970,7507681,5
66907970,10226339,5
48813144,857343,3
48813144,15195713,1
48813144,13516299,5
48813144,2055896,5
48813144,5824330,5
48813144,1223029,1
48813144,21968325,5
48813144,11651157,3
48813144,28751163,5
48813144,18390607,5
88216202,16281352,5
88216202,15096695,4
88216202,21457676,4
88216202,25826325,5
88216202,21600837,2
88216202,6720338,5
88216202,7475898,1
88216202,6559314,5
88216202,640982,5
88216202,11682950,5
44434176,267657,5
44434176,1483791,5
44434176,380173,4
44434176,813346,3
44434176,5168137,5
44434176,170473,5
44434176,14785275,4
44434176,15082738,5
44434176,8617307,3
44434176,10276037,5
125285272,12734799,5
125285272,28795306,5
125285272,13091238,4
125285272,20322342,5
125285272,13187015,5
125284613,5895294,5
125284613,16217693,5
125284613,19350498,5
125284613,6287952,5
125284613,11435908,4
125284613,12036847,5
50737254,8909221,5
50737254,10820578,5
50737254,8367395,5
50737254,160656,5
50737254,6699562,5
50737254,8731266,4
50737254,15862105,5
50737254,25458420,4
50737254,10779214,4
50737254,17671626,5
97119072,20835502,4
97119072,8527626,5
97119072,9991039,1
97119072,14975625,5
97119072,1549864,3
97119072,8350021,5
97119072,25680032,5
97119072,5337766,5
97119072,5545778,5
97119072,14865396,5
147672795,5772698,5
147672795,18935213,5
147672795,10269361,5
147672795,21710823,5
147672795,23018026,5
147672795,6768916,1
147672795,22057604,5
147672795,15483717,5
147672795,26875399,5
147672795,1813461,5
183500376,11465407,5
183500376,8077752,5
183500376,19126550,5
183500376,17696167,5
183500376,10844895,5
183500376,28478275,4
183500376,68275,5
183500376,7298185,5
183500376,250026,5
183500376,5268101,5
192455633,10546838,5
192455633,28084356,5
192455633,28067516,5
192455633,28065345,5
192455633,14007991,5
192455633,28089665,5
192455633,28089823,5
192455633,7236861,5
192455633,28084281,5
192455633,26807754,5
54896822,24304082,5
54896822,192673,5
54896822,7942057,4
54896822,7178520,5
54896822,11051878,5
54896822,7716593,5
54896822,21899847,5
54896822,6801750,5
54896822,713625,5
54896822,192673,5
194845698,24219318,5
194845698,24219318,5
194845698,12972994,5
194845698,27930762,5
194845698,18455390,5
194845698,12972994,5
194845698,24494422,5
194845698,18315877,5
194845698,13371473,5
194845698,6601988,5
33395818,22645543,4
33395818,755474,3
33395818,7105409,3
33395818,605042,3
33395818,1113790,3
33395818,25804574,5
33395818,6185774,4
33395818,17447228,1
33395818,28259569,3
33395818,24813886,5
19751771,12307465,5
19751771,6330946,2
19751771,6465073,1
19751771,8280108,5
19751771,15179377,5
19751771,15643619,5
19751771,15643174,5
19751771,14160174,5
19751771,5190235,5
19751771,21758782,5
142321828,7392952,5
142321828,12464672,5
142321828,14048423,5
142321828,14048423,5
142321828,27473260,5
142321828,27473260,5
142321828,11663,4
142321828,11663,4
142321828,15174927,5
142321828,1325734,4
176626447,10654766,5
176626447,42298,5
176626447,22721995,5
176626447,5318533,5
176626447,6491896,5
176626447,22145947,5
176626447,1426225,5
176626447,9779510,5
176626447,10524108,5
176626447,11642239,5
147389103,100735,5
147389103,6599871,5
147389103,6520191,5
147389103,1777380,5
147389103,10473948,5
147389103,168939,5
147389103,11065929,5
147389103,8440541,5
147389103,10102748,5
147389103,15151823,5
147423153,12848166,5
147423153,8310315,5
147423153,14240430,5
147423153,28059348,5
147423153,27859088,5
147423153,25622643,5
147423153,24851598,5
147423153,7984389,5
147423153,12532881,5
147423153,1874401,5
13853076,24304082,5
13853076,10132334,5
13853076,12180199,4
13853076,8801974,5
13853076,12040651,5
13853076,1529065,5
13853076,6875819,5
13853076,1386742,4
13853076,8998449,5
13853076,12859092,2
187619110,17348049,5
187619110,19323473,5
187619110,6648271,2
187619110,16241354,5
187619110,13122191,4
187619110,11544047,1
187619110,11511267,3
187619110,11313962,1
187619110,20481972,1
187619110,13247583,5
54876123,10610928,5
54876123,6977564,5
54876123,143652,5
54876123,12329337,5
54876123,1458758,5
54876123,588497,5
54876123,21608316,5
54876123,15762357,5
54876123,21804949,5
54876123,13415065,5
212285079,10378629,2
212285079,7673117,5
212285079,12318181,5
212285079,29795643,5
212285079,10760940,5
212285079,13552,5
212285079,20927648,5
212285079,12005384,5
212285079,29414668,5
212285079,24686429,4
42676831,12516184,5
42676831,12415673,4
42676831,19569393,5
42676831,17352943,5
42676831,8519482,5
42676831,1613986,5
42676831,153281,5
42676831,772031,5
42676831,1613986,5
42676831,8140173,5
193150593,22065558,1
193150593,13821924,5
193150593,16417245,4
193150593,17982595,5
193150593,6024548,2
193150593,12973090,4
193150593,29279029,5
193150593,17671595,4
193150593,24592675,5
193150593,13969297,5
25608349,1805883,4
25608349,17178749,5
25608349,13880169,5
25608349,22386646,2
25608349,536297,5
25608349,9865658,4
25608349,16651439,5
25608349,10340155,5
25608349,20816859,5
25608349,6335740,5
169749545,26384998,5
169749545,15168726,5
169749545,21706849,5
169749545,8157904,5
169749545,8157904,5
169749545,19792690,5
169749545,19792690,5
169749545,8157904,5
169749545,20968055,5
169749545,20968055,5
103209829,24680269,5
103209829,17348049,5
103209829,24227399,1
103209829,166603,5
103209829,28791792,5
103209829,28190918,5
103209829,13160762,5
103209829,13318200,3
103209829,18126731,5
103209829,28040367,5
165346320,21769600,5
165346320,7591398,4
165346320,22922904,1
165346320,5729694,4
165346320,21769600,5
165346320,386609,5
165346320,23872257,5
165346320,6198426,5
165346320,8373783,5
165346320,20095196,3
57693595,9129036,5
57693595,14364857,1
57693595,2214396,1
57693595,11013,4
57693595,542806,4
57693595,17906917,4
57693595,7399228,5
57693595,12578425,5
57693595,18023781,5
57693595,7627222,5
72081063,6358456,4
72081063,6479640,5
72081063,11188312,5
72081063,15330519,5
72081063,11166132,2
72081063,16612958,5
72081063,1154344,5
72081063,21381124,1
72081063,27558716,2
72081063,1520367,2
977095,12796246,5
977095,10075338,3
977095,9685553,3
977095,1784723,5
977095,17033695,1
977095,12818808,5
977095,10781004,5
