id,sku,name,short_description,image,price,product_link,list_price,price_usd,discount,discount_rate,review_count,order_count,inventory_status,is_visible,stock_item_qty,stock_item_max_sale_qty,product_name,brand_id,brand_name
196760330,6604112406127,Điện Thoại Vivo T1x 4GB/64GB - Hàng Chính Hãng,"Điện Thoại Vivo T1x 4GB/64GB - Hàng Chính HãngBộ sản phẩm bao gồm: Thân máy, bộ sạc, cáp USB, dụng cụ lấy sim, sách hướng dẫn, ốp lưng điện thoại.Thiết kế mỏng nhẹ, thời trang- Sở hữu thiết kế rất...",https://salt.tikicdn.com/cache/280x280/ts/product/92/f7/ac/5c3a16204d91d37cc2b572cdbc96f8b2.jpg,3272000,,4490000,,1218000,27,0,,available,,1000,1000,,52232,Vivo
37289936,1392534010792,"Điện thoại Oukitel WP2 chống nước,chống va đập, pin 10.000 mAh - Hàng chính hãng","​​​​Camera sau kép, tận hưởng trải nghiệm SLRWP2 được trang bị camera phía sau ống kính kép với cảm biến Samsung S5K2P7 16MP cho máy ảnh chính và camera phụ 2MP cho hiệu ứng mờ. Chụp rất chi tiế...",https://salt.tikicdn.com/cache/280x280/ts/product/f1/67/b0/42e73dff8e9063f28c2e790a87112564.png,5490000,,5490000,,0,0,3,,available,,1000,1000,,112735,Oukitel
4048043,5352269298151,Điện Thoại Bàn Panasonic KX-TS500 - Hàng Chính Hãng,"Thiết kế nổi bật, tiện íchĐiện Thoại Bàn Panasonic KX-TS500 được thiết kế đơn giản, thanh thoát nhưng rất sang trọng. Với màu sắc bắt mắt KX-TS500 làm cho căn phòng của bạn thêm nổi bật. Máy thích hợ...",https://salt.tikicdn.com/cache/280x280/ts/product/e3/71/9a/a23456e6289f71d29205541a8fb7c353.jpg,339000,,369000,,30000,8,24,,available,,1000,1000,,18804,Panasonic
221518066,3989665564397,Máy đọc sách Kindle Oasis 3 10th - Hàng nhập khẩu, ...,https://salt.tikicdn.com/cache/280x280/ts/product/71/b0/b5/10de36c4e1bd33afca682a40fe2be2cc.jpg,6042210,,6789000,,746790,11,0,,available,,1000,1000,,147856,Kindle
273227290,8004137347297,"Combo Máy đọc sách Kindle Scribe kèm bút – thế hệ đầu tiên có thể đọc và viết, màn hình 10,2” 300PPI, đèn vàng warmlight, bộ nhớ 16-64GB, đồng bộ dữ liệu qua Microsoft Word - hàng nhập khẩu","Đọc và viết tự nhiên như khi làm trên giấyVới màn hình E-ink 10,2 inch, độ phân giải 300 ppi chống lóa. Kindle Scribe hoàn hảo để đọc và viết, ngay cả dưới ánh sáng mặt trời. Màn hình lớn cung c...",https://salt.tikicdn.com/cache/280x280/ts/product/80/c5/f7/e5d2599cfc69887e398f60f6f65d97f8.jpg,11276100,,11390000,,113900,1,0,,available,,1000,1000,,147856,Kindle
171852890,9165946277319,"Điện thoại Masstel FAMI 60 4G ,Pin 2000 mah ,cỡ chữ to rõ ràng,âm thanh lớn,màn hình to- Hàng chính hãng","Masstel Fami 60 là chiếc điện thoại phổ thông dành tặng riêng cho người cao tuổi với thiết kế gọn gàng, màn hình rõ nét và cụm loa ngoài cực lớn cùng pin “siêu trâu”lên đến 2000mAh, thời gian chờ lên ...",https://salt.tikicdn.com/cache/280x280/ts/product/67/0b/6b/2d7b3e3a7b6094957d24e4756eece4a6.jpg,689000,,689000,,0,0,0,,available,,1000,1000,,112638,Masstel
196176544,7750175317187,Điện Thoại Cho Người Già Masstel Fami 12 4G-hỗ trợ 4g-chữ to dành cho người già(Hàng Chính Hãng)," Điện thoại người lớn tuổi Masstel Fami 12 4G 2 Sim : loa to , pin trâu, sóng khỏe có đèn Pin siêu sángCông nghệ màn hình:TFT LCDĐộ phân giải:128 x 160 PixelsMàn hình rộng:1.77""Mặt kính cảm ứn...",https://salt.tikicdn.com/cache/280x280/ts/product/ef/dc/3a/35376e069e48746bee8c3eae9c6f0cf2.jpg,630000,,630000,,0,0,0,,available,,1000,1000,,112638,Masstel
198111545,7113979937409,Điện Thoại Vivo V25e 2022 (8GB/128GB) - Hàng Chính Hãng,"Thiết kế đẳng cấp với mặt lưng thay đổi màu sắcV25 Series không chỉ sở hữu ngôn ngữ thiết kế hiện đại với cạnh viền vát phẳng đang là hot trend ở thời điểm hiện tại, thân máy siêu mỏng chỉ 7.79 mm và...",https://salt.tikicdn.com/cache/280x280/ts/product/9a/87/48/b967172efd2e707fbb5a707cb9331e30.png,8490000,,8490000,,0,0,1,,available,,1000,1000,,52232,Vivo
181216830,1010023037880,"Điện thoại ZTE Blade V40 Vita (ZTE 8045) - MH giọt nước HD+ 6.75"" - Pin 6000 mAh sạc nhanh 22.5W -  Bộ nhớ mở rộng (4+2)GB - Hàng chính hãng","Tại MWC 2022, ZTE tiếp tục cho ra mắt series smartphone ZTE Blade V40 với 3 mẫu bao gồm: ZTE Blade V40 Pro, ZTE Blade V40 5G và ZTE Blade V40 Vita Trong bộ tứ smartphone này, Blade V40 Vita là thiết b...",https://salt.tikicdn.com/cache/280x280/ts/product/14/cc/b3/1224785fc8f2604497defb76fcf7d5f0.png,4290000,,4290000,,0,0,0,,available,,1000,1000,,49994,ZTE
29440849,8139855205437,điện thoại  IP622C - hàng chính hãng,"Hỗ trợ SIP V2.0 (RFC 3261,3262, 3263,3264)2*10/100 m RJ45 Cổng128*64 TFT2 Line-Phím & 2 tài khoản SIP4 các nút tùy chỉnh cho MÀN HÌNH LCD để lựa chọn10 phím đa chức năng, (Nếu Không Có BLF)Hỗ trợ ...",https://salt.tikicdn.com/cache/280x280/ts/product/36/ae/47/11f587e464e6ff8ae28d4ea5cbb01723.jpg,1650000,,1650000,,0,0,0,,available,,1000,1000,,522685,Flyingvoice
21317020,1707684225376,Điện thoại bàn không dây Panasonic KX-TGF310 - Hàng Chính Hãng,"Dù với sự phát triển ngày càng mạnh mẽ và thông dụng của điện thoại di động, nhưng chiếc điện thoại bàn vẫn luôn gắn bó và có mặt trong mọi gia đình Việt. Điện thoài bàn ngày nay đã được cải tiến với ...",https://salt.tikicdn.com/cache/280x280/ts/product/01/79/d6/3993a1a8ba77d5dfb475e5b5613c3a97.jpg,2450000,,2450000,,0,0,0,,available,,1000,1000,,18804,Panasonic
188030974,6509906931474,"Máy tính bảng Oukitel RT1 - hàng chính hãng  (chống nước,chống va đập , pin khủng,pin 10.000mAh,màn hình 10,1 inch,Ram 4Gb,Rom 64Gb,tám nhân,học online)","bạn phải đậy thật kỹ nút sạc ,khe sim khi sử để đi mưa,rớt nướước không vô máy được, tuyệt đối không ngâm vào thùng đá vì hơi nước sẻ hình thành bên trong máMáy tính bảng chắc chắn ,chống sốc ,chống ...",https://salt.tikicdn.com/cache/280x280/ts/product/b4/5a/05/8e18026a3242ca9a4ec8ab28a7b617c7.jpg,6990000,,6990000,,0,0,0,,available,,1000,1000,,112735,Oukitel
4059671,5074757709115,Điện Thoại Bàn Panasonic KXTS 520 - Hàng Chính Hãng,Khả năng ghi nhớ số điện thoạiĐiện Thoại Bàn Panasonic KXTS 520 được lắp đặt một công nghệ tiên tiến thông minh cho khả năng nhớ số điện thoại mà bạn đã liên lạc trong một khoảng thời gian nhất định....,https://salt.tikicdn.com/cache/280x280/ts/product/bc/73/55/bff7a93a446725099fd274cb18d528b0.jpg,469000,,489000,,20000,4,11,,available,,1000,1000,,18804,Panasonic
170727305,1631118990384,Điện thoại bàn Panasonic KX-TS580 hàng chính hãng," Màn hình LCD hiển thị rõ ràng và dễ đọc.- Hiển thị số điện thoại gọi đến, gọi đi.- Nhớ năm mươi số gọi đến, hai mươi số gọi đi.- Danh bạ nhớ năm mươi số điện thoại.- Speaker phone hai chiều.- Bà...",https://salt.tikicdn.com/cache/280x280/ts/product/b9/bd/04/1821e29d7d4bce3fb73f93dea65b0d6a.jpg,880000,,880000,,0,0,6,,available,,1000,1000,,18804,Panasonic
169651533,8441124826917,Máy đọc thẻ flashcard Tiếng Anh 224 từ vựng không sóng điện từ,"MÔ TẢ SẢN PHẨM: Máy đọc từ vựng tiếng anh Một máy đọc thẻ Mèo con: màu XANH hoặc HỒNG112 thẻ cứng 2 mặt tương đương với 224 từ vựngMột dây sạc pin ( máy không dùng pin tiểu mà dùng pin sạc, rất bền...",https://salt.tikicdn.com/cache/280x280/ts/product/21/28/a9/2affb02b1d7a5747b4f99611137d1ab4.jpg,149000,,149000,,0,0,0,,available,,1000,1000,,561415,	OEM
174085242,4949250638699,"Điện Thoại Cho Người Già Masstel Fami 12 4G - Viền Kim Loại, Ăng Ten FM Không Dây - Hàng Chính Hãng","Điện Thoại Cho Người Già Masstel Fami 12 4G - Viền Kim Loại, Công Tắc Bật Đèn, Ăng Ten Nghe FM Không Dây, MỚI, CHÍNH HÃNG 100% được phân phối chính thức tại DI ĐỘNG IZI. ➤ Thiết kế bắt mắt, viền kim...",https://salt.tikicdn.com/cache/280x280/ts/product/91/4a/13/3aaca810b171443c62d3e951ad00930f.jpg,600000,,699000,,99000,14,1,,available,,1000,1000,,112638,Masstel
14508445,1704403373820,Điện thoại Ip phone Cisco CP-7841-K9 chính hãng,"Các tính năng của điện thoại Cisco 7841Màn hình nền có độ phân giải cao (3,5 “, 396 x 162 pixel)4 phím / phím chức năng có thể lập trình4 phím mềmĐiều hướng 2 chiều và các phím chọnHỗ trợ âm thanh bă...",https://salt.tikicdn.com/cache/280x280/ts/product/8d/5e/26/e5158309d75e74977fa06fd9e9bd1465.jpg,4200000,,4200000,,0,0,0,,available,,1000,1000,,65095,Cisco
157835051,9303391315618,Điện Thoại Để Bàn Panasonic KX-TS500MX - Hàng Chính Hãng,ĐIỆN THOẠI BÀN CÓ DÂY PANASONIC KX-TS500MX•Điều chỉnh âm lượng điện tử •Chức năng quay lại số vừa gọi •Giá treo tường • Có phím FLASH - Dùng để chuyển máy nội nộ•Kiểu chuông 3 cấp độ •Cài chế độ bậ...,https://salt.tikicdn.com/cache/280x280/ts/product/90/0d/64/1eeb477893ab134f26730060f8dabe0c.jpg,380000,,380000,,0,0,1,,available,,1000,1000,,18804,Panasonic
257866809,7509060082015,Điện thoại để bàn tân cổ điển phím quay DT15,"❓ Điện thoại này có nghe gọi được không? Lắp sim như thế nào?-  Ngày nay do ảnh hưởng của Smartphone, nên chiếc điện thoại bàn không còn được sử dụng nhiều như trước, hoặc có nhiều anh chị nghĩ điện ...",https://salt.tikicdn.com/cache/280x280/ts/product/8a/f7/b6/5fa16f9f32c07173fe2fc67510b1a2c8.jpg,3950000,,3950000,,0,0,1,,available,,1000,1000,,111461,OEM
11110653,4888876091898,Điện thoại bàn không dây Panasonic KX-TGF320 - Hàng Chính Hãng,"Dù với sự phát triển ngày càng mạnh mẽ và thông dụng của điện thoại di động, nhưng chiếc điện thoại bàn vẫn luôn gắn bó và có mặt trong mọi gia đình Việt. Điện thoài bàn ngày nay đã được cải tiến với ...",https://salt.tikicdn.com/cache/280x280/ts/product/01/79/d6/756aaaf26ae5b7dd0ed7b9f06120c9b9.jpg,2500000,,2500000,,0,0,4,,available,,1000,1000,,18804,Panasonic
140747649,9727507788562,Điện thoại Realme C11 2021 (4GB/64GB) - Hàng chính hãng,vừa cho ra mắt dòng  giá rẻ tiếp theo của mình đó là . Máy có hiệu năng tốt cùng dung lượng pin lớn sẽ thích hợp với người dùng đang cần một chiếc điện thoại để có thể chiến tốt các tựa game hiện nay....,https://salt.tikicdn.com/cache/280x280/ts/product/e3/92/5c/f1a6876c6dd6dc445a0132e72b9114d9.jpg,3790000,,3790000,,0,0,0,,available,,1000,1000,,247549,Realme
121154009,2955048544599,"Điện thoại bàn cố định không dây lắp các loại Sim Di động, Cố định (Viettel, Vinaphone, Mobifone...)","Điện thoại bàn cố định không dây lắp các loại Sim Di động, Cố định (Viettel, Vinaphone, M). Các loại sim hỗ trợ là: Viettel, Vina, Mobile, Gphone (phôi di động)Không cần lắp dây chỉ cần một sim lắp và...",https://salt.tikicdn.com/cache/280x280/ts/product/0a/f7/e5/da2b1756732f45b8cf582b3551732daf.jpg,650000,,650000,,0,0,3,,available,,1000,1000,,111461,OEM
11376644,5606452700397,Điện thoại bàn có dây Panasonic KX-TS560MX - Hàng chính hãng,"Điểm nổi bật Panasonic KX-TS560Đèn báo cuộc gọi đếnKiểu dáng thiết kế độc đáo mới lạBàn phím to, dễ sử dụng, thao tác đơn giảnHệ thống gọi bằng một phím bấmĐiều chỉnh âm lượng chuông với 3 mức l...",https://salt.tikicdn.com/cache/280x280/ts/product/f8/92/99/fb17497864167c812f761c7bdea957b0.jpg,730000,,730000,,0,0,1,,available,,1000,1000,,18804,Panasonic
215125094,1566019727347,Điện Thoại Di Động Forme D999 4G - Hàng Chính Hãng,Thông số kỹ thuật sản phẩm D999Kết nối 2G/3G/4GMàn hình 2.8''Fm không dâyFont chữ Lớn Cổng sạc Type-CPin 1500mAh...,https://salt.tikicdn.com/cache/280x280/ts/product/22/2e/aa/5129629baa2eee39341745e043e924fc.jpg,760000,,760000,,0,0,0,,available,,1000,1000,,150568,Forme
113475741,2638638787887,Điện thoại Panasonic KX-TS520MX - Trắng - Hàng chính hãng,3 số gọi nhanh (bằng một phím bấm) 3 mức âm lượng chuông Gọi lại số gần nhất Đèn báo cuộc gọi đếnĐiện thoại để bàn Panasonic KX-TS520- Nhớ được 50 số gọi đến và 20 số gọi đi.- Danh bạ lưu được 50 số ...,https://salt.tikicdn.com/cache/280x280/ts/product/0e/a0/32/f15c1d4b4fb92a3a4ceab02b48efceb3.jpg,450000,,450000,,0,0,1,,available,,1000,1000,,18804,Panasonic
91281318,1417706155548,Máy Đọc Sách Likebook P10 - Hàng chính hãng,   ...,https://salt.tikicdn.com/cache/280x280/ts/product/5a/7a/04/0150fd685b4bf93c0b99e433d4fbc23f.jpg,9090000,,9090000,,0,0,2,,available,,1000,1000,,419263,Likebook
94453667,4756172867236,Điện thoại VoIP Yealink SIP-T30,Điện thoại VoIP Yealink SIP-T30 là dòng điện thoại thay thế cho các dòng T19 cũ. Điện thoại thoại được trang bị một số công nghệ mới vượt trội hơn dòng cũ.SIP-T30 là dòng điện thoại thông dụng dành c...,https://salt.tikicdn.com/cache/280x280/ts/product/22/22/42/f2e510e7d7949b4a3d0cc0e73ef8e952.jpg,1050000,,1050000,,0,0,0,,available,,1000,1000,,472079,Yealink
197905982,4686678356638,Điện thoại di động Vtel E10 4G – Hàng Chính Hãng,"Thông tin sản phẩm Vtel E10 4GMàn hình: 1.77 inchBăng tần 2G, 3G: GSM850/900/1800/1900Băng tần 4G: B1(2100),B3(1800),B5(850),B8(900)Bộ nhớ: 48MB + 128MBDanh bạ: 2.000 sốPin: 1,000 mAhFM: Loa ng...",https://salt.tikicdn.com/cache/280x280/ts/product/ca/48/40/f303761e1079cb38835513d6db66e852.jpg,379050,,399000,,19950,5,15,,available,,1000,1000,,573293,Vtel
52326343,9710471712388,Cisco Unified IP Phone CP-7821-K9 - Hàng chính hãng,Thông số kỹ thuật Cisco VoIP phone CP-7821-K9Two-lines deliver more efficient call handling.High-resolution graphical grayscale display makes viewing easier.Dedicated fixed keys (Includes messagi...,https://salt.tikicdn.com/cache/280x280/ts/product/79/f7/cd/12024318baca5d87352e48b649bda7fd.jpg,2580000,,2580000,,0,0,0,,available,,1000,1000,,65095,Cisco
54882670,8495104700642,Điện thoại để bàn tân cổ điển chuông thanh bàn phím quay mã DT10 dùng sim di động hoặc dùng cáp nghe gọi âm thanh rõ ràng và để trang trí (điện thoại bàn tân cổ điển),"Kích thước: 19x32x16cmChất liệu: gỗ sồi họa tiết tân cổ, hợp kim mạ đồngGồm 2 phiên bản dùng sim lắp trực tiếp hoặc dùng lắp như điện thoại bàn cho khách hàng lựa chọnHộp đóng mở bàn phím gọn gàng, ch...",https://salt.tikicdn.com/cache/280x280/ts/product/9c/5a/ec/bac57259550d4dd1b07eca9e691179a8.jpg,2320000,,2900000,,580000,20,3,,available,,1000,1000,,111461,OEM
55197731,3393164478554,Điện thoại bàn màu đỏ KXT438,"*Nó có thể được đặt trên máy tính để bàn hoặc treo tường. *Tinh tế và nhỏ gọn, không chiếm nhiều không gian. *Không có màn hình hiển thị...",https://salt.tikicdn.com/cache/280x280/ts/product/ba/b8/05/e23078e7f6ae3eee8c65dcc880e5fdd7.jpg,215000,,215000,,0,0,15,,available,,1000,1000,,111461,OEM
156222386,2334894760134,Điện thoại Panasonic KX-TS520MX -Hàng chính hãng,"- Nhớ được 50 số gọi đến và 20 số gọi đi.- Danh bạ lưu được 50 số điện thoại.- Gọi nhanh bằng một phím bấm: 20 số.- Sphone (loa ngoài) hai chiều kỹ thuật số.- Kiểu dáng mới lạ.- Chế độ câm tiếng, có n...",https://salt.tikicdn.com/cache/280x280/ts/product/6c/c0/dc/e4f8c68124393aad7ba7c182eb529e91.jpg,449000,,459000,,10000,2,0,,available,,1000,1000,,18804,Panasonic
117347869,2376905437980,ĐIỆN THOẠI HỘI NGHỊ YEALINK CP960 -HÀNG CHÍNH HÃNG,"       ĐIỆN THOẠI HỘI NGHỊ YEALINK CP960   CHẤT LƯỢNG ÂM THANH TRUNG THỰC VÀ MẠNH MẼ   THU ÂM ĐA HƯỚNG VỚI KHOẢNG CÁCH RỘNG   ● Với khả năng thu âm đa hướng(3600) với khoảng cách lên đến 6m, Ye...",https://salt.tikicdn.com/cache/280x280/ts/product/b9/77/a7/bbdbf4268b53d0db9e5cea42e52272a2.jpg,15230000,,15230000,,0,0,0,,available,,1000,1000,,472079,Yealink
16518032,8920384175779,Điện thoại để bàn Panasonic KX-TS560 hàng chính hãng,"Được thiết kế đơn giản, thanh thoát nhưng rất sang trọng. Với nhiều màu sắc khác nhau, thiết bị cho bạn có thể lựa chọn màu sắc phù hợp với căn phòng của mình. Panasonic KX- TS560 thích hợp dùng trong...",https://salt.tikicdn.com/cache/280x280/ts/product/2f/5d/46/e7e9c2b4aeacb65b7851020fbcf2731f.jpg,730000,,730000,,0,0,7,,available,,1000,1000,,18804,Panasonic
54989813,6947830017867,"Điện thoại tân cổ điển để bàn mã DT4 màu trắng kết hợp vàng, chuông thanh bàn phím quay, dùng sim di động nghe gọi âm thanh tốt và để trang trí (Điện thoại bàn tân cổ điển)","Kích thước: 26x18x21cmChất liệu: bột đá cao cấp với họa tiết rạn tinh xảo bắt mắt, hợp kim mạ vàngChức năng: dùng sim di động nghe gọi và để bàn trang tríChuông thanh bàn phím quayKiểu Dáng cổ điển sa...",https://salt.tikicdn.com/cache/280x280/ts/product/a7/ce/a7/86605e84da36c009f98f588e5ead1ed3.jpg,2320000,,2900000,,580000,20,2,,available,,1000,1000,,111461,OEM
54683561,8302246545010,"ĐIỆN THOẠI TÂN CỔ ĐIỂN DT14 bàn phím quay chuông quả, dùng cáp điện thoại cố định nghe gọi âm thanh rõ ràng (điện thoại bàn tân cổ điển)","Kích thước: 26x27x22x26cmChất liệu: gỗ sồi họa tiết tân cổ, hợp kim mạ đồngChức năng: dùng đường dây điện thoại cố định nghe gọi bình thường và để bàn trang tríThiết kế chuông quả bàn phím quayKiểu Dá...",https://salt.tikicdn.com/cache/280x280/ts/product/45/66/6a/7a78ead12bdbb8d211e43fbe14f99521.jpg,3520000,,4400000,,880000,20,2,,available,,1000,1000,,111461,OEM
125171841,1514334968291,Điện Thoại Bàn Panasonic KX-TSC11 - Hàng Chính Hãng,"Điện thoại chính hãng Panasonic KX-TSC11– Màn hình hiển thị số gọi đến, gọi đi.– Bộ nhớ 50 số điện thoại.– Nhớ 50 số gọi đến 10 số gọi đi.– Khoá đường dài, di động bằng mã.– Có các mức điều chỉnh...",https://salt.tikicdn.com/cache/280x280/ts/product/c1/14/e0/d06efd03bd2d169f22e2c451d7a97b1e.jpg,620000,,620000,,0,0,5,,available,,1000,1000,,18804,Panasonic
15428119,7731065610073,Điện thoại Ip phone Cisco CP-7945G chính hãng,"Cisco 7945GĐiện thoại VoIP Cisco 7945G hỗ trợ các cuộc gọi thoại băng rộng cho độ rõ nét cuộc gọi tối ưu thông qua điện thoại, loa hoặc tai nghe kết nối. Chức năng echo cancellation được tích hợp giú...",https://salt.tikicdn.com/cache/280x280/ts/product/f0/1d/90/b13022431a10039d5b513f9f1e62027f.jpg,4500000,,4500000,,0,0,0,,available,,1000,1000,,65095,Cisco
52481412,7995262042086,"Điện thoại bàn cổ điển, điện thoại bàn tân cổ điển, DT122","Điện thoại bàn cổ điển có các chi tiết được điêu khắc tinh xảo, kết hợp giữa đồng và gỗ tự nhiên theo phong cách cổ điển, rất ấn tượng và vô cùng đẹp mắt giúp không gian sống của bạn trở nên sang trọn...",https://salt.tikicdn.com/cache/280x280/ts/product/f3/62/7f/eb25b494606019df0caf177c893fdcf5.jpg,2200000,,2200000,,0,0,0,,available,,1000,1000,,111461,OEM
