product_id,customer_id,rating
49451282,13404680,4
49451282,623383,4
49451282,28825660,5
49451282,9762099,5
49451282,29738081,4
49451282,5827727,5
49451282,27947373,5
49451282,8960608,4
49451282,17029317,5
49451282,11116107,5
181997844,109210,3
105328503,614087,1
105328503,6899950,4
105328503,22086064,5
105328503,1811211,5
105328503,8073563,5
105328503,6899950,1
105328503,25169198,5
105328503,28153772,5
105328503,10534831,5
105328503,15207995,5
102387065,10894586,5
102387065,20758985,5
102387065,17310573,5
102387065,20007688,5
102387065,12959751,5
102387065,12182075,5
102387065,16615239,5
102387065,328019,4
102387065,6506538,5
102387065,29101514,5
96616121,6970954,5
96616121,21732868,5
96616121,6477020,1
96616121,6477020,1
96616121,6477020,1
96616121,6477020,1
96616121,9606274,5
96616121,476741,5
96616121,21732868,5
96616121,21732868,5
3665433,15658950,5
3665433,7981152,3
3665433,588890,3
3665433,9941141,5
3665433,21622542,5
3665433,20422621,1
3665433,1522980,5
3665433,14283668,5
3665433,24105069,5
3665433,2073641,5
50819880,18641647,2
50819880,12058844,5
50819880,16821203,5
50819880,20365989,4
50819880,6014872,5
50819880,8703763,4
50819880,5464368,5
50819880,27047822,4
50819880,14692202,5
50819880,11579988,4
147969040,12012820,5
147969040,8762637,3
147969040,18426009,5
147969040,18426009,5
147969040,14105393,5
147969040,5325454,5
147969040,22655595,1
147969040,8754836,5
147969040,6153944,5
147969040,16081415,3
72637459,22086245,5
72637459,15140814,5
72637459,16339979,4
72637459,8159764,5
72637459,17249745,5
72637459,21753935,2
72637459,11780512,4
72637459,6335740,5
72637459,2172499,5
72637459,20968824,5
130211300,6498968,4
130211300,657469,4
130211300,9179638,5
130211300,27055975,4
130211300,5314886,2
130211300,11388643,5
130211300,11591970,4
130211300,20392991,4
130211300,13263627,5
130211300,15032729,5
110646106,10044803,4
110646106,739071,5
110646106,12209334,1
110646106,17310573,5
110646106,17741767,5
110646106,18923840,3
110646106,11337324,4
110646106,1760790,2
110646106,7460420,5
110646106,331579,5
171125391,6712492,5
171125391,5864173,5
171125391,246505,4
171125391,13843028,5
171125391,14067694,5
163870616,497834,5
52601387,6828325,3
52601387,15036044,5
52601387,29826226,5
52601387,8049391,5
52601387,10294099,4
52601387,11246781,5
52601387,9162735,4
52601387,1994890,5
52601387,17575980,5
52601387,21630321,5
1254583,1445409,1
1254583,2192249,5
1254583,8614346,3
1254583,6121743,4
1254583,10046723,5
1254583,11150643,5
1254583,12296558,1
1254583,851049,5
1254583,7964773,3
1254583,5459601,5
892527,1335036,2
892527,821465,5
892527,745399,2
892527,2123020,5
892527,18379559,5
892527,26182044,5
892527,1653927,5
892527,14149210,3
892527,15140814,4
892527,23337202,5
156224243,13216037,3
156224243,23954683,5
156224243,28195021,1
156224243,15775074,5
156224243,12786091,1
156224243,12963295,4
156224243,6789272,5
156224243,10689487,5
156224243,23954708,5
156224243,5758629,5
219138799,8496690,1
219138799,19184361,4
219138799,24294803,5
219138799,24255581,5
219138799,24262532,5
219138799,24289088,5
219138799,7943409,5
219138799,13966952,5
219138799,588678,5
219138799,15995071,5
183051292,6935101,5
183051292,7391874,3
183051292,28203551,4
183051292,28308096,5
183051292,8890541,5
183051292,18733574,5
183051292,28696686,5
183051292,19845613,5
183051292,20479299,4
183051292,24078849,5
892525,12439602,4
892525,21667937,5
892525,8798293,5
892525,2049639,5
892525,16679928,1
892525,20376610,5
892525,15846825,5
892525,28876724,5
892525,14068095,5
892525,5506477,5
28035643,29290231,5
28035643,29289782,5
28035643,7482896,5
28035643,27545037,5
28035643,6159739,5
28035643,17209628,5
28035643,17210152,5
28035643,17209399,5
28035643,17209722,5
28035643,12964419,1
77280988,10027456,5
77280988,17518419,5
77280988,14305343,5
77280988,96595,5
77280988,1670022,5
77280988,16717794,5
77280988,21466026,5
77280988,16859213,5
77280988,17429145,5
77280988,7226669,5
2250775,5672736,5
2250775,14190010,5
2250775,26178665,5
2250775,9074829,1
2250775,22038478,4
2250775,7607726,5
2250775,26170125,5
2250775,25501293,5
2250775,14685067,4
2250775,6709090,3
48122001,27008945,4
48122001,28717338,5
48122001,7121172,5
48122001,21486039,5
48122001,15214461,5
48122001,1497994,4
48122001,11609519,5
48122001,27819441,2
48122001,19369637,4
48122001,13284761,5
107234723,1601855,5
107234723,12272078,5
107234723,588678,5
107234723,1866625,5
107234723,8798293,5
107234723,8280805,5
107234723,955410,5
107234723,29458844,5
107234723,8065415,5
107234723,15860899,5
44613386,14170507,4
44613386,845122,4
44613386,13588175,5
44613386,7706648,2
44613386,15458811,5
44613386,398891,4
44613386,300291,5
44613386,7100126,5
44613386,12098263,1
44613386,1383702,5
187642488,22462684,5
187642488,1601855,5
187642488,21284824,5
187642488,26913035,5
187642488,21284824,5
187642488,17614431,5
187642488,272137,5
187642488,26913035,5
187642488,17614431,5
187642488,6325442,5
225171842,10995944,5
225171842,6980703,5
225171842,20330938,1
225171842,10975986,5
225171842,5213589,1
225171842,5369733,5
225171842,21628115,5
225171842,2132633,5
225171842,507811,5
225171842,21285554,5
130315614,1341231,4
130315614,9258071,4
130315614,8953579,5
130315614,14423577,5
130315614,10325323,5
130315614,398891,4
130315614,15970829,5
130315614,19053735,4
130315614,12121726,5
130315614,1394075,4
77281216,1536622,2
77281216,27468670,5
77281216,14305343,5
77281216,23721057,5
77281216,28397744,4
77281216,29649598,5
77281216,29188829,5
77281216,7173143,4
77281216,1459542,5
77281216,11037850,5
194033373,17614431,5
194033373,17614431,5
194033373,1601855,5
194033373,7728540,5
194033373,17614431,5
194033373,19409064,5
194033373,22855741,5
194033373,156667,4
194033373,1601855,5
194033373,26337690,5
163715837,19008920,4
163715837,26402630,5
163715837,1761558,4
163715837,11950705,5
163715837,27860437,5
163715837,2181504,5
163715837,27566880,5
163715837,48386,5
163715837,11403277,5
163715837,10246707,4
3642617,20118579,5
3642617,14138697,5
3642617,411503,5
3642617,28824561,5
3642617,16405008,5
3642617,15916882,5
3642617,15846825,4
3642617,5317573,5
3642617,654288,5
3642617,14744484,5
107458574,7415626,5
107458574,8097347,5
107458574,8213823,5
107458574,11264352,5
107458574,11471910,5
107458574,9907113,5
107458574,10300767,5
107458574,6828325,5
107458574,14757613,5
107458574,13613087,3
73091423,16520344,1
73091423,6863817,5
73091423,7900833,5
73091423,1674493,4
73091423,1772912,5
73091423,1239977,5
73091423,13320534,5
73091423,8195247,5
73091423,1953610,5
73091423,23435521,5
151424262,28264262,5
151424262,5506110,5
151424262,7393969,2
151424262,14698765,5
151424262,265438,1
151424262,12336061,5
151424262,5560442,5
151424262,11209398,5
151424262,6691953,5
151424262,13303838,5
167209871,7376518,4
167209871,6592551,2
167209871,9641815,4
167209871,272137,5
167209871,17965918,5
167209871,27687331,5
167209871,1009173,1
167209871,7393355,5
167209871,11558299,2
167209871,1541632,5
142268971,17712323,2
142268971,14645662,5
142268971,5752424,5
142268971,5095148,5
142268971,8138828,5
142268971,9952208,4
142268971,7658209,5
142268971,21597324,5
142268971,7154704,5
142268971,21118270,2
270483515,10054546,1
270483515,17166166,5
270483515,13966952,5
270483515,15401602,5
270483515,24262532,5
270483515,13899312,5
270483515,24340224,5
270483515,7659400,1
270483515,24289088,5
270483515,23332881,5
42758063,26315060,5
42758063,17015465,5
42758063,13613087,5
42758063,10634382,5
42758063,27252781,4
42758063,28040175,4
